X,Y
-139865.7543,2901006.207
-143371.1727,2897525.792
-144352.5909,2895743.465
-145663.4755,2892719.419
-145834.7663,2890545.242
-145273.1748,2889067.391
-144138.3902,2888908.051
-144382.3585,2888753.542
-144138.3902,2888908.051
-144454.8793,2890773.478
-143062.4588,2893875.187
-141998.1551,2896045.594
-136616.7692,2901459.225
-138557.9972,2902941.578
-145273.1748,2889067.391
-149785.3239,2884187.493
-152723.5267,2878911.382
-154525.6123,2873551.851
-156240.3192,2869667.929
-156817.0288,2866791.175
-156907.186,2864068.152
-156992.3368,2862823.294
-157803.7362,2862280.722
-158453.1679,2861737.663
-160072.7397,2861586.181
-161610.3788,2861745.639
-165897.5271,2863000.605
-170754.8335,2863165.891
-172135.1899,2861456.236
-172789.2205,2858655.287
-173038.7347,2855697.389
-173256.3277,2848883.581
-175687.7002,2846550.452
-177915.7805,2844411.093
-181694.1301,2842674.532
-182415.956,2841326.355
-181161.0677,2837985.618
-183400.1579,2827265.88
-185235.8331,2814000.391
-249407.2437,3014875.723
-253177.7064,2999065.477
-266863.4409,2981266.926
-266692.4802,2972387.599
-248065.0801,2971428.624
-243570.323,2967708.325
-230919.5247,2959882.57
-266692.4802,2972387.599
-268867.0966,2972249.127
-269042.5264,2981900.421
-255088.0084,3000215.075
-251998.0623,3014995.319
-249407.2437,3014875.723
-268867.0966,2972249.127
-269579.781,2967069.738
-271733.8022,2962319.748
-276158.0396,2955391.614
-277552.3246,2951569.09
-274846.0801,2953542.091
-270098.8178,2961193.707
-267307.3762,2969758.434
-268867.0966,2972249.127
-194132.9467,2964245.133
-224016.9096,2957524.591
-226590.3785,2930278.053
-213030.6771,2918620.884
-213463.2613,2916449.596
-228323.4949,2928828.742
-226297.8208,2959253.337
-230919.5247,2959882.57
-228323.4949,2928828.742
-229752.478,2927241.974
-232307.0971,2898903.477
-234962.469,2872480.068
-245963.2605,2865916.396
-226528.0516,2927335.487
-229923.8392,2897252.316
-232152.6772,2871760.554
-238729.0457,2865936.833
-234179.8261,2858269.461
-234015.7913,2828451.974
-233903.5633,2826060.039
-233683.5024,2823563.926
-233141.146,2821380.258
-232384.053,2819404.842
-231519.9003,2817637.505
-230549.7408,2816702.808
-229578.3576,2814935.255
-227639.3736,2813481.573
-224193.2138,2810884.716
-220856.1354,2808598.889
-213647.8629,2804753.674
-206443.3182,2800591.451
-205583.3353,2799445.616
-245963.2605,2865916.396
-245419.5813,2864465.673
-241317.4836,2864685.025
-236552.1026,2857329.698
-236278.3365,2828862.651
-235946.9867,2824807.016
-234860.8561,2820023.642
-233779.345,2817320.339
-232482.0771,2814096.438
-230650.3213,2812538.711
-228604.1286,2811189.257
-225589.529,2809320.437
-220099.864,2805162.918
-207840.573,2799444.525
-205583.3353,2799445.616
-207840.573,2799444.525
-212992.4797,2785157.844
-205583.3353,2799445.616
-207409.9131,2794442.074
-209771.8766,2788080.633
-211059.9021,2785993.86
-212992.4797,2785157.844
-206773.2554,2796186.679
-205797.9378,2789229.907
-204616.499,2786101.716
-203005.2829,2788605.148
-204293.626,2797466.06
-205583.3353,2799445.616
-205583.3353,2799445.616
-198487.5212,2802989.436
-198487.5212,2802989.436
-196872.1662,2807572.5
-189300.6636,2810002.918
-185235.8331,2814000.391
-82992.60415,2654249.792
-77846.77269,2658628.145
-77630.12343,2663441.387
-22688.5267,2716162.209
-22422.04192,2705150.587
-444683.9137,3118386.384
-436908.178,3112544.226
-341721.4087,3076333.13
-342842.876,3064046.478
-338311.7231,3062168.674
-321843.7405,3055204.95
-298317.3148,3047193.802
-298453.109,3043343.16
-293260.7897,3039555.639
-290333.4485,3031017.032
-281501.5963,3025295.696
-265111.6696,3020756.348
-265382.734,3026101.872
-265111.6696,3020756.348
-251998.0623,3014995.319
-251416.0132,3025043.042
-254500.4001,3029841.703
-249407.2437,3014875.723
-241351.1166,3007939.513
-239305.0424,3006981.852
-234192.1652,3005260.617
-228263.3455,3003731.803
-225197.0264,3002773.961
-221725.3695,3005284.632
-218456.342,3006830.6
-217026.5686,3008758.842
-215801.4363,3012034.636
-215598.3049,3015308.478
-215601.0852,3022238.416
-327041.2555,3012666.107
-327369.4412,3022682.145
-324512.3319,3029238.657
-323744.1726,3035783.464
-325581.1161,3042639.686
-324463.3817,3049230.311
-321843.7405,3055204.95
-335255.45,2945427.431
-327337.3421,2948009.983
-328738.689,2945096.666
-329320.6703,2941609.085
-329708.4903,2939283.561
-328672.1501,2936969.697
-327442.1406,2935818.545
-316457.6302,2935906.112
-310761.9426,2935948.453
-307312.9726,2937328.071
-301214.769,2938143.953
-295928.5943,2938758.762
-292070.6569,2940137.302
-285980.7324,2942882.023
-282526.8843,2944062.049
-280912.025,2946779.128
-278482.1445,2949499.772
-275625.5068,2948160.382
-274177.0189,2942944.231
-275433.3841,2950675.601
-267687.2762,2945276.876
-277790.3331,2975589.669
-268867.0966,2972249.127
-264704.9947,2967347.213
-262650.8906,2963105.517
-257717.199,2950366.765
-241063.6709,2917593.166
-229995.1637,2929856.623
-238630.6461,2910819.404
-229752.478,2927241.974
-222031.0631,2955910.813
-198472.8177,2963273.269
-189651.428,2961390.316
-177811.9679,2958596.156
-171742.9407,2952400.343
-171457.8665,2936095.878
-172118.0929,2932276.382
-173645.3917,2928457.282
-176694.9519,2922055.861
-179735.1528,2919165.9
-184620.293,2913484.886
-184729.094,2913174.766
-36465.1172,3128414.01
-42850.77816,3110887.541
-41563.41141,3097668.426
-41236.69394,3090386.966
-41236.69394,3090386.966
-36155.44514,3085545.456
-20755.27324,3073007.216
-14492.62693,3066386.896
-10207.46325,3059579.956
8694.853469,3053673.327
30581.3638,3058323.258
43887.56886,3068566.154
39765.43419,3102769.009
43887.56886,3068566.154
48068.19813,3035614.389
58541.88033,2999092.086
-57779.05805,3024658.363
-56166.12443,3018540.525
-52355.37126,3012634.208
-51373.21788,3008901.003
-46462.87372,3003137.829
-39547.88719,3000306.536
-31615.14077,2997396.512
-26730.9613,2995929.706
-26730.9613,2995929.706
-35357.27388,2997628.774
-39510.25036,2997671.518
-47232.60079,2995112.978
-26730.9613,2995929.706
-17712.46617,2992086.817
-13321.0452,2990646.651
1027.313933,2988831.502
-4392.458271,2998406.286
-8975.238014,3009269.307
-501.7732304,2989025.601
2030.661306,2979110.453
1657.341718,2964436.448
-2064.812196,2954818.819
1058.25998,2942575.798
1006.370705,2930163.073
940.4838947,2919778.536
-4365.330726,2906349.703
4010.574704,2907173.347
17598.39409,2898217.987
-4365.330726,2906349.703
-4322.688646,2897655.347
-5263.114782,2894172.664
-10530.27287,2882505.863
-10032.83688,2883608.95
-14843.75931,2887453.794
-19729.91394,2892250.13
-20495.83856,2895831.547
-22504.15972,2903928.461
-23332.20485,2909136.962
-23216.08113,2911928.427
-22476.69064,2919054.738
-21573.97567,2926175.713
-19954.14276,2932045.587
-18682.37895,2936058.486
-20984.32894,2947000.417
-22241.0196,2950651.393
-24075.30963,2953766.405
-26236.25866,2956884.153
-28086.39251,2958837.731
-29605.40406,2961251.102
-31035.00684,2964358.622
-32240.08905,2965840.038
-34825.93161,2967799.436
-38466.26129,2970309.84
-40231.06411,2972877.277
-43618.43368,2976309.807
-203512.8347,2695294.323
-196788.3724,2695609.197
-192304.7059,2696551.984
-186538.2258,2698593.965
-181570.7348,2700791.827
-177081.4937,2703460.455
-173554.4832,2704870.568
-166985.7407,2705015
-114485.3641,2977152.195
-111471.4525,2972295.664
-111152.0448,2971263.877
-111068.6168,2967451.769
-110897.7546,2960443.054
-112242.1564,2954264.47
-112390.4628,2948179.777
-112529.2316,2943537.359
-111805.283,2938062.814
-110859.4913,2933411.12
-110137.9923,2927726.118
-109323.348,2923481.899
-114188.9394,2921548.855
-112923.0306,2916166.605
-115456.1152,2909561.98
-118187.0947,2905645.33
-120464.1739,2905036.217
-126855.2098,2905271.554
-147411.195,2907218.137
-141280.09,2922292.771
-146522.4391,2887716.926
-151505.7443,2883832.806
-154770.3752,2877727.946
-156842.3985,2872135.177
-158807.202,2865813.575
-170357.839,2866669.201
-158807.202,2865813.575
-159695.0092,2858240.846
-171515.7936,2833543.019
-241544.2866,2869439.943
-237844.1979,2873383.279
-236677.4411,2877329.59
-236791.788,2880438.669
-237881.4695,2884684.341
-238318.2996,2886755.172
-195833.3896,2875924.616
-199942.0247,2869599.776
-204047.3477,2861818.491
-207501.1033,2856004.884
-210412.473,2848942.413
-210519.1632,2844891.364
-210194.5322,2840527.78
-209870.6756,2838553.477
-209545.8672,2832212.624
-210406.6769,2828884.459
-213850.9533,2824825.073
-214279.8593,2821703.542
-213201.8468,2818686.863
-205345.272,2805885.926
-205583.3353,2799445.616
-204293.626,2797466.06
-200616.268,2798177.226
-198037.4634,2796822.377
-196104.5896,2794320.504
-194494.2044,2792443.608
-193207.5863,2789210.887
-192780.717,2785873.446
-193106.0789,2781909.608
-193752.6097,2778779.66
-196974.9591,2774605.899
-199229.3953,2771996.368
-201161.0194,2770221.399
-204164.8095,2768341.264
-208883.7842,2766354.911
-214781.2831,2764679.057
-248661.4578,2798827.147
-240942.796,2807288.537
-239119.9499,2809688.615
-238160.1263,2813439.35
-237420.1565,2819582.151
-236064.827,2826249.7
-236337.1506,2834981.302
-238439.7217,2842767.228
-240613.6507,2850448.02
-242139.7489,2857088.39
-244312.7769,2862893.686
-277056.0292,2824842.173
-277738.422,2832326.506
-282503.2308,2837083.238
-279389.4005,2839386.301
-274922.8871,2852393.5
-284131.7558,2839360.748
-278073.4195,2856945.428
-257104.92,2860986.956
-248420.7966,2864956.01
-281977.7391,2839684.297
-276228.6742,2854774.891
-256927.8677,2858389.036
-247335.9849,2863091.977
-112794.8123,2856343.43
-112878.9346,2843050.232
-117894.1843,2833619.351
-122774.8602,2827820.996
-124335.0815,2837810.257
-121649.8373,2829158.292
-112878.9346,2843050.232
-100029.9863,2845881.823
-89034.14558,2845599.259
-85128.92349,2848479.37
-81110.7983,2851772.461
-79039.96529,2854248.504
-77719.18829,2857248.831
-76821.35598,2861185.84
-76237.74914,2866161.733
-76494.87415,2873735.123
-115365.4187,2838377.017
-105795.9563,2838332.43
-117894.1843,2833619.351
-112201.6069,2830884.696
-119942.0589,2831187.449
-112539.1919,2828598.669
-121649.8373,2829158.292
-113637.5472,2825172.268
-110517.1565,2824842.451
-106750.2268,2824612.139
-122774.8602,2827820.996
-117730.2255,2824986.494
-110749.8783,2822138.724
-105258.4855,2822314.154
-98250.81077,2823726.243
-81442.38529,2825270.938
-77761.87223,2827530.742
-60302.06686,2839859.406
-58118.03137,2853448.076
-58645.80711,2865389.023
-76494.87415,2873735.123
-335791.6193,2530055.736
-321616.7986,2526569.346
-315508.673,2528315.555
-310477.1949,2531477.854
-308702.1863,2538038.74
-309069.4803,2542788.651
-314675.6366,2613186.557
-310835.6239,2610682.677
-308682.6318,2606476.403
-306314.2216,2601636.575
-304171.0134,2598483.264
-302461.3802,2596593.695
-297155.6197,2595994.999
-287194.9193,2597112.196
-282998.4267,2605372.74
-276125.5452,2615399.732
-265659.6856,2625889.754
-254978.2124,2624746.199
-247088.5096,2624140.122
-243330.3265,2619247.529
-240616.2203,2616881.645
-235746.7404,2611671.092
-232555.3515,2608195.373
-225547.8781,2605754.344
-219100.0954,2603704.9
-265659.6856,2625889.754
-264259.7408,2634116.826
-263958.5354,2638384.942
-259503.5904,2641246.991
-255209.8527,2645054.251
-251071.4494,2648227.195
-248525.6639,2650761.822
-243261.8533,2652198.588
-237360.9945,2654739.859
-231936.2854,2656803.966
-177081.4937,2703460.455
-173254.8269,2694641.392
-171345.1895,2689284.709
-170243.3943,2680934.059
-168989.3601,2669740.307
-169168.3976,2661223.407
-170143.3085,2653650.39
-169989.8543,2650808.465
-167762.8534,2647487.905
-160432.5386,2643679.726
-157395.9366,2645408.815
-150998.692,2649653.015
-149393.6071,2652173.805
-140436.2799,2656402.774
-133536.3774,2663632.057
-133536.3774,2663632.057
-135027.5743,2686967.238
-139779.4417,2698322.756
-160432.5386,2643679.726
-153908.6213,2638289.4
-143710.1588,2636042.004
-132063.5191,2637257.869
-160432.5386,2643679.726
-163319.2271,2637999.508
-164126.3343,2634208.538
-165569.4709,2630892.343
-172589.7335,2627744.787
-176735.6578,2626486.84
-178015.8918,2623167.499
-178498.0923,2620478.992
-178981.5631,2616840.565
-179622.8312,2613992.84
-179944.2934,2611935.601
-182177.5441,2608613.959
-185045.4609,2606083.726
-20785.98409,2718759.728
-20739.17833,2722557.177
-24674.98013,2724704.028
-25759.75375,2729750.011
-27311.13482,2731927.709
-101832.8263,2603073.916
-102137.9465,2628872.048
-98118.13658,2633904.262
-86513.75011,2649935.312
-79134.02288,2654456.162
-75765.19233,2656322.813
-75383.82425,2663578.224
-78232.97394,2685828.521
-77056.95365,2692433.389
-73479.26982,2698857.974
-71060.51819,2700726.041
-66556.06225,2702889.94
-60944.02235,2703468.798
-55826.16759,2702634.233
-44973.40577,2698907.57
-17040.94625,2704260.692
-1691.575282,2702021.946
3372.03649,2697548.037
-2289.162681,2693372.53
-14243.91125,2684862.013
-27875.03974,2682187.608
3372.03649,2697548.037
3760.248841,2690930.259
1450.042137,2674259.377
4219.20599,2643447.837
3930.517739,2622583.785
-15476.70061,2751837.317
-21103.11442,2738724.968
-22670.92745,2728694.022
-22457.55603,2719892.81
6848.069359,2733817.655
13345.83454,2733570.832
18361.07985,2736168.861
23953.80444,2744877.015
26055.1709,2745708.933
43332.2344,2746070.202
47245.69278,2749458.554
50077.40124,2750588.761
56013.94303,2750019.569
62861.70537,2746530.017
67980.09244,2745263.988
71758.84155,2741116.694
74108.44877,2737935.071
75659.00424,2735002.432
77546.25662,2732926.664
79110.57642,2730777.766
80178.12628,2727852.093
82909.60477,2723873.468
53176.39813,2836322.789
54315.1906,2832144.837
54745.99526,2826026.777
61793.74536,2821225.921
70986.26451,2816252.367
78574.33663,2812081.791
83898.66615,2809250.315
87339.45593,2806451.818
90510.20748,2803657.118
93008.05024,2800874.094
96168.57383,2797686.426
99701.06529,2793056.416
103631.302,2788285.831
107846.6369,2784419.888
54517.76324,2829268.978
63732.19485,2831596.356
60488.74776,2786082.165
59828.31745,2779180.645
60765.83964,2771596.073
61631.68174,2767534.38
61528.51607,2761790.287
60737.02338,2755010.413
59327.99162,2751113.768
56013.94303,2750019.569
44015.42274,2748491.006
129675.1763,2758248.302
139945.1896,2743434.124
138026.8021,2736883.815
131300.4764,2730593.108
124531.1866,2722097.604
120269.4649,2717944.098
118267.4089,2714370
117237.8721,2711246.313
120772.1648,2704249.922
110798.9694,2702412.216
102175.548,2711554.127
106819.2101,2711303.551
113996.1918,2709583.66
116815.6528,2706536.003
120772.1648,2704249.922
120772.1648,2704249.922
123244.7575,2700105.527
132285.801,2696131.567
135582.6334,2693224.52
138805.7285,2687167.368
140012.8009,2683989.13
141800.5103,2678275.046
141836.1755,2672913.721
141392.5099,2667561.327
141127.0576,2662991.963
145436.5711,2655949.055
151530.8722,2650281.357
150729.223,2631342.154
149542.1603,2626935.444
154659.7576,2620961.432
158181.2932,2615021.451
164467.3577,2611544.926
168471.775,2606062.113
168878.2704,2603200.525
124339.7276,2662573.746
132712.0572,2665389.073
138433.6571,2663999.444
141127.0576,2662991.963
97841.37049,2632162.633
113976.3477,2618545.641
105346.9041,2601780.668
112471.3165,2600048.979
132016.0827,2620214.134
112471.3165,2600048.979
113844.0927,2589716.831
116167.3829,2586813.292
122406.49,2581286.374
105346.9041,2601780.668
101770.233,2598050.302
87438.98123,2589138.601
90481.23906,2582100.951
79294.68683,2587231.703
87939.54332,2582150.239
90481.23906,2582100.951
90481.23906,2582100.951
92951.06431,2578403.334
97648.86245,2574977.484
98185.42642,2570045.552
99600.22365,2561440.83
105143.9061,2576413.065
106725.2872,2576063.186
100345.3891,2559042.614
102527.8692,2549302.764
107514.8352,2545065.847
109394.5785,2535082.415
112576.1296,2529365.707
123336.3809,2528975.658
131159.2591,2531827.81
112576.1296,2529365.707
119983.3186,2520289.042
123112.8299,2511297.083
124981.4049,2502645.778
125406.9758,2500403.283
90481.23906,2582100.951
70684.53067,2568347.968
65248.99553,2557326.659
55889.38494,2548112.642
55556.62907,2537938.871
46816.72939,2526786.168
41187.19572,2521305.08
38735.16216,2516406.28
38024.00097,2511477.545
38600.63849,2507961.296
35870.66729,2505294.702
36412.38709,2499544.609
39162.14212,2493597.037
40884.71489,2488841.778
63184.08654,2467152.48
35870.66729,2505294.702
28651.33448,2508756.418
26602.47964,2498741.519
26209.59154,2493641.995
-12825.84368,2542778.079
3737.796014,2537150.845
11082.2331,2541184.316
3891.84519,2536830.503
8644.109837,2525462.942
8644.109837,2525462.942
-5187.553816,2520873.983
-21646.58689,2520763.35
-26959.98032,2512860.526
-35724.0684,2506903.828
-44614.44614,2503333.132
-51152.64004,2497499.51
-51152.64004,2497499.51
-63539.08027,2507985.068
-79110.80071,2518001.372
-85242.80615,2522988.006
-86959.54341,2526185.917
-87238.90686,2531122.888
-87831.63887,2536537.929
-86974.57604,2545120.547
-86921.84343,2555417.426
-78304.54926,2558720.669
-71600.89153,2563429.428
-67626.80902,2564188.559
-60000.83225,2565071.389
-51110.68668,2565302.458
-45713.32279,2565406.14
-51324.88371,2431953.325
-32708.13468,2422615.699
44.55110458,2414665.276
14795.31994,2435455.489
24806.29445,2442031.769
7572.595772,2448049.669
24806.29445,2442031.769
-48214.29934,2500122.408
-42198.06294,2492619.568
-21779.38143,2482967.901
-17077.02217,2467252.901
27360.59854,2444394.018
36872.19426,2438478.367
27324.47169,2441992.869
32967.5074,2430210.192
33740.28473,2419136.275
33339.56509,2413528.63
30625.17135,2410683.778
27933.49523,2409281.899
25851.33338,2406585.987
25002.03205,2402264.888
-311737.3387,2544774.245
-309422.0924,2553335.127
-300784.4242,2596404.681
-288573.0757,2615516.376
-281638.6086,2621686.376
-275469.9232,2622707.062
-263721.9094,2623354.258
-231855.3851,2623652.32
-219708.6008,2625847.411
-209351.6468,2628624.371
-201382.1145,2631788.95
-191216.4245,2635342.59
-181246.676,2637901.21
-175062.6711,2640064.671
-160432.5386,2643679.726
-310343.6405,2543857.004
-308790.4285,2548240.477
-298783.7809,2596178.927
-291177.3901,2607190.423
-281295.1054,2619513.027
-264710.253,2621570.569
-247318.6869,2621766.683
-231650.9509,2621016.404
-216121.3309,2624072.348
-197529.8942,2630273.666
-185304.2888,2634349.993
-176928.626,2637104.976
-164161.8159,2640503.191
-161164.8418,2642239.424
-161164.8418,2642239.424
-153811.9729,2634812.199
-127775.3119,2633391.743
-100540.061,2652587.114
-91728.8483,2656735.497
-76764.49478,2663852.39
-77012.98901,2665957.652
-100660.4959,2654429.617
-126928.6222,2633990.348
-153811.9729,2634812.199
-161164.8418,2642239.424
-77012.98901,2665957.652
-85989.40041,2665739.132
-77012.98901,2665957.652
-76938.92798,2677860.983
-83320.92325,2678872.322
-82571.88106,2680007.124
-77775.83303,2679758.925
-77202.7648,2684481.067
-72089.12539,2683808.458
-69249.40714,2679372.272
-74313.8418,2673215.525
-77012.98901,2665957.652
-76758.32048,2686577.763
-71324.93218,2685797.371
-68484.1162,2681466.672
-46839.69849,2691343.783
-38374.61125,2694509.62
-27617.65079,2700114.797
-24888.77762,2706529.593
-75111.26082,2667230.082
-72402.97187,2672358.621
-68082.3831,2678731.74
-34740.2278,2694995.114
-24217.06952,2700228.166
-25285.27056,2705598.099
-83271.18652,2646041.264
-75246.33328,2651451.062
-74077.81442,2663540.934
-82181.82914,2646776.229
-73161.92434,2646380.415
-63436.16648,2639765.434
-26040.30911,2609746.777
-16812.38257,2600767.079
-5286.657289,2598086.079
-5055.141677,2599561.947
-15622.18245,2602653.473
-49159.78581,2632042.098
-64150.2042,2643037.104
-73671.06628,2649016.792
-79201.19829,2648786.236
-20785.98409,2718759.728
18201.69454,2734352.327
28992.00095,2739950.001
61447.27321,2751195.05
63692.54723,2771663.167
62233.80506,2794903.709
62073.17197,2808323.493
51694.13439,2822292.076
-20737.16011,2715130.497
19114.53479,2731892.109
54511.34803,2745939.587
64075.80593,2750639.941
66226.43925,2771606.153
63533.40663,2809509.329
51520.60021,2823920.817
60993.93282,2749126.533
73788.31271,2745761.979
79510.40166,2742519.462
82152.41054,2737918.64
97306.6645,2709186.161
105085.428,2690143.374
115931.992,2665960.412
119234.8302,2656106.42
120318.0891,2654504.673
141127.0576,2662991.963
142134.0111,2661347.339
119787.9648,2652147.534
120100.1503,2629701.22
119773.4864,2621957.072
115559.1206,2611124.829
112471.3165,2600048.979
106543.4249,2598639.761
73676.55603,2576283.377
70119.6401,2572856.41
66042.79209,2566896.511
62598.12724,2560604.284
59206.06379,2557168.302
110966.3511,2597122.059
106007.5749,2595797.97
95368.55832,2588719.383
106767.0621,2578654.274
103412.5055,2577770.786
92785.14925,2586708.665
74764.6893,2574993.662
71196.26173,2570931.84
68032.22759,2567178.417
65375.58852,2560634.411
59882.35441,2555011.118
91123.30711,2574205.672
103412.5055,2577770.786
92104.31704,2572282.755
104258.3725,2576404.588
-77391.7878,2555389.623
-65736.63502,2550719.239
-38401.05829,2549253.925
-20337.83296,2551629.135
-6770.949358,2588964.718
-4012.669222,2602202.015
-3221.371022,2616837.983
-2866.628353,2628500.535
-7042.443884,2659556.888
-12813.29664,2692338.563
-18319.65561,2700079.836
-16698.533,2701633.979
-9997.050861,2693484.339
-9515.959008,2688230.692
-7400.762619,2677895.317
-5545.862261,2667031.628
-3528.371149,2653592.427
-1727.169267,2639156.002
-653.9974809,2630052.573
-792.7703034,2619772.974
-824.7675513,2617399.751
7939.278623,2617676.208
7695.752767,2614514.172
-461.3725386,2614823.031
-1854.405404,2599995.143
-1854.405404,2599995.143
9534.561118,2589735.478
16381.65759,2582302.834
24785.83642,2573252.628
31989.7594,2564210.832
39015.38606,2556950.602
45066.28152,2551090.581
53130.37549,2547378.048
53130.37549,2547378.048
57014.34024,2554266.348
-2881.920258,2597499.896
10062.35264,2584904.675
16210.78667,2579661.23
20121.10439,2575504.677
24807.01241,2570275.853
28447.98338,2566118.506
31940.28944,2561034.753
36099.38064,2556467.539
40115.27772,2551370.179
45743.79566,2548098.445
53207.37969,2544129.966
53207.37969,2544129.966
52079.38599,2539907.445
49229.71779,2535314.875
45466.98339,2531266.14
40378.74262,2526706.229
36484.50734,2522389.645
33519.40647,2518321.705
33072.27938,2515009.351
32913.64707,2513285.469
30055.26772,2515986.137
27731.24189,2519208.552
24243.32336,2524040.194
20638.84426,2530065.116
17675.91545,2535016.427
13668.16103,2540908.526
12585.53728,2539068.159
17998.32618,2529971.588
23396.60177,2520336.676
27794.41038,2514693.289
31962.40878,2511441.034
30911.92408,2494579.543
26360.17139,2480814.798
25282.04554,2443919.03
-46887.43521,2498468.855
-42198.06294,2492619.568
-18090.17787,2481165.927
-15098.29669,2478466.613
-1654.310465,2460843.29
14692.11868,2445566.894
24806.29445,2442031.769
34492.91952,2513127.678
35490.49526,2517892.145
40187.19861,2522993.606
44744.33779,2527430.802
48110.10292,2531487.395
51755.03822,2536333.063
55709.60496,2542618.438
57148.2838,2542869.311
60496.57906,2538829.93
55827.3255,2546216.709
-46370.86252,2501766.944
-19131.67502,2547573.891
